LebwohlLasher_nb_parallel.py: Size: 100, Steps: 50, T*: 0.500: Order: 0.268, Time: 2.868942 s
         9568293 function calls (8906689 primitive calls) in 2.869 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       56    0.000    0.000    0.016    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:1032(scan_defined_symbols)
     5315    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/models.py:132(has_nrt_meminfo)
       43    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/config.py:151(update)
     17/7    0.000    0.000    0.013    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4996(push_call_vars)
       31    0.000    0.000    0.105    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cpu.py:193(create_cfunc_wrapper)
      468    0.000    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cgutils.py:173(__setitem__)
     6389    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1112(__str__)
     1408    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:195(with_lineno)
     1752    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:605(<genexpr>)
   110/85    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4217(get_parfor_writes)
    44/17    0.000    0.000    1.005    0.059 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typed_passes.py:68(type_inference_stage)
      937    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1209(redefine)
       56    0.000    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:767(_finalize_dynamic_globals)
       37    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typed_passes.py:616(run_pass)
      471    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
      295    0.000    0.000    0.032    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:899(_get_target_registry)
     1623    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:182(<genexpr>)
       45    0.000    0.000    0.011    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:468(unpack_dynamic_exception)
     1113    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:1809(get_top_block)
1205/1150    0.000    0.000    0.011    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:1404(constrain_statement)
      127    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/ufunc/array_exprs.py:33(match)
      321    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:237(descr)
      195    0.000    0.000    0.027    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/array_analysis.py:812(clone)
     1235    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:545(insert_function)
      354    0.000    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/transforms.py:353(canonicalize_cfg)
     1240    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:138(append)
     1334    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/contextlib.py:548(_push_exit_callback)
     1381    0.000    0.000    0.027    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/runtime/context.py:384(decref)
  703/352    0.000    0.000    0.973    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:1539(resolve_call)
      176    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:334(descr)
     1558    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:290(_branch_helper)
     6840    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/ffi.py:348(_dispose)
  423/335    0.000    0.000    0.796    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:606(generic)
   770/42    0.000    0.000    1.051    0.025 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor_lowering.py:49(lower_inst)
     1096    0.000    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4183(_can_reorder_stmts)
     3523    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      240    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       56    0.000    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:1013(scan_unresolved_symbols)
    58/42    0.000    0.000    0.034    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4795(remove_dead_parfor_recursive)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:194(get_np_ufunc_typ)
     3183    0.000    0.000    0.001    0.000 <frozen os>:766(decode)
     3677    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:264(define)
      935    0.000    0.000    0.042    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:758(run)
       95    0.000    0.000    0.282    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:723(add_ir_module)
     1674    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_lock.py:19(__enter__)
       45    0.000    0.000    0.027    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:122(raise_error)
       95    0.000    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:1248(_function_pass_manager)
   153/30    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:37(_compile)
      342    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:372(release)
      133    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/packer.py:190(unflatten)
       14    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/array_analysis.py:335(intersect)
     1220    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:521(descr)
     1550    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     4056    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_machinery.py:41(name)
     1145    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/dataclasses.py:1292(is_dataclass)
     4889    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/models.py:233(get_value_type)
      930    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:241(fixup)
     1251    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/bytecode.py:163(_unpack_opargs)
     1674    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_lock.py:22(__exit__)
     2460    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:138(<genexpr>)
      153    0.000    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/arrayobj.py:97(shape)
     5395    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/bytecode.py:310(__getitem__)
      171    0.000    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4153(maximize_fusion_inner)
      935    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:751(finalize)
      935    0.000    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:744(initialize)
       52    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/pythonapi.py:1377(serialize_uncached)
     2686    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1116(__new__)
      307    0.000    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:1212(__call__)
     2540    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:882(__init__)
       37    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/untyped_passes.py:304(run_pass)
      768    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/cffi_utils.py:39(is_cffi_func)
   112/93    0.000    0.000    0.248    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:1142(_lower_call_normal)
  773/358    0.000    0.000    0.999    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:189(resolve_function_type)
      143    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:397(pre_block)
  590/344    0.000    0.000    0.055    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:153(refresh)
     1186    0.000    0.000    0.036    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cgutils.py:142(_get_ptr_by_index)
       90    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:813(decorate_function)
      301    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/models.py:545(get_argument_type)
     1075    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/itanium_mangler.py:63(_escape_string)
      152    0.000    0.000    0.004    0.000 <frozen posixpath>:505(relpath)
     4299    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/abstract.py:93(__init__)
      103    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:244(__call__)
2587/2584    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/models.py:533(get_value_type)
    43/21    0.000    0.000    1.456    0.069 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:235(lower_function_body)
      362    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
     3294    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
   113/93    0.000    0.000    0.250    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:900(lower_call)
     1661    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:1647(__hash__)
     1699    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/abstract.py:127(__ne__)
     3179    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      787    0.000    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:3067(from_callable)
     1952    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/types.py:137(gep)
       92    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/callconv.py:777(_get_return_status)
       56    0.000    0.000    0.754    0.013 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:739(finalize)
  307/223    0.000    0.000    0.367    0.002 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:1218(wrapper)
  620/228    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/itanium_mangler.py:127(mangle_type_or_value)
     1473    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:173(_label_suffix)
